8.30000000000000071054273576010019e-01  5.27546882858936250215720065170899e-01
8.39999999999999968913755310495617e-01  5.61157072144704893723599070654018e-01
8.49999999999999977795539507496869e-01  5.95083985743489307651543640531600e-01
8.59999999999999986677323704498122e-01  6.29300154813916101659287960501388e-01
8.69999999999999995559107901499374e-01  6.63781315318943354597536199435126e-01
8.80000000000000004440892098500626e-01  6.98505956955170925759546207700623e-01
8.90000000000000013322676295501878e-01  7.33454943865233688349292151542613e-01
9.00000000000000022204460492503131e-01  7.68611194859485591379666402644943e-01
9.10000000000000031086244689504383e-01  8.03959413003791367735573203390231e-01
9.20000000000000039968028886505635e-01  8.39485856221387605202721715613734e-01
9.30000000000000048849813083506888e-01  8.75178142042530304856029488291824e-01
9.40000000000000057731597280508140e-01  9.11025080858205327238863446837058e-01
9.50000000000000066613381477509392e-01  9.47016533034237384391929026605794e-01
9.59999999999999964472863211994991e-01  9.83143286059578347391152419731952e-01
9.69999999999999973354647408996243e-01  1.01939694856893714458578870107885e+00
9.79999999999999982236431605997495e-01  1.05576985862396588444767075998243e+00
9.89999999999999991118215802998748e-01  1.09225500408162790044741541350959e+00
1.00000000000000000000000000000000e+00  1.12884595324207870348232063406613e+00
