 1.0000000E+001, -1.3164902E-001, -3.4780142E-001,  4.3521191E-001, -1.6289891E-001,  3.7388776E-001, -1.8589330E-001,  1.4518026E-001,  1.4518026E-001, -3.4780142E-001, -5.6309359E-002, -4.9001652E-001,  1.6937775E-001, -4.6671727E-001,  4.5031630E-001, -3.1591122E-001, -4.9529438E-001,  2.1231109E-001,  2.1231109E-001, -1.6937775E-001, -7.0083742E-002,
 1.1000000E+001, -3.0354290E-001, -2.7338056E-001,  4.1332959E-001, -2.1787127E-001,  2.2159388E-001, -3.3819096E-001,  7.0249167E-002,  7.0249167E-002, -2.7338056E-001, -3.1344002E-002, -3.1706446E-001, -1.4814128E-001, -5.0188227E-001,  1.9065277E-001, -2.5176215E-001, -4.0779282E-001,  1.2496344E-001,  1.2496344E-001,  1.4814128E-001, -3.4715875E-002,
 1.2000000E+001, -4.4522164E-001, -1.7411905E-001,  3.9444488E-001, -2.5313100E-001,  3.9969083E-002, -4.6247794E-001, -2.6752493E-002, -2.6752493E-002, -1.7411905E-001, -1.0102207E-002, -1.3401686E-001, -4.1583551E-001, -5.3182392E-001, -9.0431610E-002, -1.6327360E-001, -3.1213863E-001,  1.3153708E-002,  1.3153708E-002,  4.1583551E-001,  1.0753390E-002,
 1.3000000E+001, -4.5323429E-001, -1.6423295E-001,  3.8739292E-001, -2.5626728E-001,  2.9752934E-002, -4.7057195E-001, -3.2971178E-002, -3.2971178E-002, -1.6423295E-001, -9.6751029E-003, -1.2079852E-001, -4.2910234E-001, -5.3396874E-001, -1.0716627E-001, -1.5985789E-001, -2.9942973E-001,  7.0692183E-003,  7.0692183E-003,  4.2910234E-001,  1.3542511E-002,
 1.4000000E+001, -4.5726698E-001, -1.5867506E-001,  3.8281814E-001, -2.5814655E-001,  2.4843886E-002, -4.7470613E-001, -3.6113640E-002, -3.6113640E-002, -1.5867506E-001, -9.5327622E-003, -1.1385876E-001, -4.3539545E-001, -5.3509827E-001, -1.1556516E-001, -1.5860438E-001, -2.9189408E-001,  4.1556594E-003,  4.1556594E-003,  4.3539545E-001,  1.4960681E-002,
 1.5000000E+001, -4.5911461E-001, -1.5590224E-001,  3.8036274E-001, -2.5909681E-001,  2.2634211E-002, -4.7661652E-001, -3.7572910E-002, -3.7572910E-002, -1.5590224E-001, -9.4830365E-003, -1.1053679E-001, -4.3817610E-001, -5.3561397E-001, -1.1945747E-001, -1.5815753E-001, -2.8802619E-001,  2.8475236E-003,  2.8475236E-003,  4.3817610E-001,  1.5623524E-002,
 1.6000000E+001, -4.6066116E-001, -1.5342130E-001,  3.7806694E-001, -2.5994574E-001,  2.0794998E-002, -4.7822516E-001, -3.8813403E-002, -3.8813403E-002, -1.5342130E-001, -9.4487263E-003, -1.0764499E-001, -4.4044676E-001, -5.3603753E-001, -1.2276455E-001, -1.5785521E-001, -2.8450448E-001,  1.7609882E-003,  1.7609882E-003,  4.4044676E-001,  1.6190051E-002,
 1.7000000E+001, -4.6131249E-001, -1.5232075E-001,  3.7701862E-001, -2.6032025E-001,  2.0020999E-002, -4.7890567E-001, -3.9343381E-002, -3.9343381E-002, -1.5232075E-001, -9.4362538E-003, -1.0638658E-001, -4.4138589E-001, -5.3621194E-001, -1.2417743E-001, -1.5774968E-001, -2.8292397E-001,  1.3045344E-003,  1.3045344E-003,  4.4138589E-001,  1.6433130E-002,
 1.8000000E+001, -4.6186461E-001, -1.5135669E-001,  3.7608528E-001, -2.6064663E-001,  1.9364133E-002, -4.7948413E-001, -3.9797192E-002, -3.9797192E-002, -1.5135669E-001, -9.4265965E-003, -1.0529653E-001, -4.4217335E-001, -5.3635716E-001, -1.2538742E-001, -1.5767126E-001, -2.8153034E-001,  9.1760240E-004,  9.1760240E-004,  4.4217335E-001,  1.6641840E-002,
 1.9000000E+001, -4.6209974E-001, -1.5093647E-001,  3.7567407E-001, -2.6078828E-001,  1.9083993E-002, -4.7973095E-001, -3.9991917E-002, -3.9991917E-002, -1.5093647E-001, -9.4227387E-003, -1.0482499E-001, -4.4250617E-001, -5.3641813E-001, -1.2590669E-001, -1.5764111E-001, -2.8092024E-001,  7.5272150E-004,  7.5272150E-004,  4.4250617E-001,  1.6731567E-002,
 2.0000000E+001, -4.6230071E-001, -1.5057238E-001,  3.7531563E-001, -2.6091069E-001,  1.8844288E-002, -4.7994216E-001, -4.0159119E-002, -4.0159119E-002, -1.5057238E-001, -9.4195623E-003, -1.0441818E-001, -4.4278939E-001, -5.3646977E-001, -1.2635262E-001, -1.5761694E-001, -2.8039033E-001,  6.1170959E-004,  6.1170959E-004,  4.4278939E-001,  1.6808699E-002,
 2.1000000E+001, -4.6247259E-001, -1.5025718E-001,  3.7500374E-001, -2.6101639E-001,  1.8639044E-002, -4.8012298E-001, -4.0302721E-002, -4.0302721E-002, -1.5025718E-001, -9.4169340E-003, -1.0406733E-001, -4.4303070E-001, -5.3651357E-001, -1.2673565E-001, -1.5759747E-001, -2.7993062E-001,  4.9102410E-004,  4.9102410E-004,  4.4303070E-001,  1.6875009E-002,
 2.2000000E+001, -4.6261969E-001, -1.4998454E-001,  3.7473275E-001, -2.6110761E-001,  1.8463203E-002, -4.8027787E-001, -4.0426076E-002, -4.0426076E-002, -1.4998454E-001, -9.4147496E-003, -1.0376482E-001, -4.4323651E-001, -5.3655077E-001, -1.2706471E-001, -1.5758171E-001, -2.7953225E-001,  3.8766956E-004,  3.8766956E-004,  4.4323651E-001,  1.6932021E-002,
 2.3000000E+001, -4.6274565E-001, -1.4974888E-001,  3.7449762E-001, -2.6118630E-001,  1.8312477E-002, -4.8041061E-001, -4.0532058E-002, -4.0532058E-002, -1.4974888E-001, -9.4129267E-003, -1.0350408E-001, -4.4341222E-001, -5.3658239E-001, -1.2734745E-001, -1.5756888E-001, -2.7918738E-001,  2.9910796E-004,  2.9910796E-004,  4.4341222E-001,  1.6981040E-002,
 2.4000000E+001, -4.6285356E-001, -1.4954531E-001,  3.7429385E-001, -2.6125414E-001,  1.8183220E-002, -4.8052440E-001, -4.0623125E-002, -4.0623125E-002, -1.4954531E-001, -9.4114000E-003, -1.0327940E-001, -4.4356236E-001, -5.3660931E-001, -1.2759042E-001, -1.5755840E-001, -2.7888908E-001,  2.2318514E-004,  2.2318514E-004,  4.4356236E-001,  1.7023190E-002,
 2.5000000E+001, -4.6294605E-001, -1.4936957E-001,  3.7411743E-001, -2.6131261E-001,  1.8072332E-002, -4.8062199E-001, -4.0701387E-002, -4.0701387E-002, -1.4936957E-001, -9.4101171E-003, -1.0308583E-001, -4.4369076E-001, -5.3663226E-001, -1.2779925E-001, -1.5754978E-001, -2.7863125E-001,  1.5806979E-004,  1.5806979E-004,  4.4369076E-001,  1.7059434E-002,
 2.6000000E+001, -4.6310439E-001, -1.4906590E-001,  3.7381151E-001, -2.6141341E-001,  1.7882259E-002, -4.8078920E-001, -4.0835831E-002, -4.0835831E-002, -1.4906590E-001, -9.4079760E-003, -1.0275225E-001, -4.4390995E-001, -5.3667124E-001, -1.2815802E-001, -1.5753586E-001, -2.7818510E-001,  4.6495470E-005,  4.6495470E-005,  4.4390995E-001,  1.7121745E-002,
